Bug Bite,010
Harden,011
Gust,012
Confusion,012
Poison Powder,012
Stun Spore,012
Sleep Powder,012
Psybeam,012
Silver Wind,012
Supersonic,012
Safeguard,012
Whirlwind,012
Bug Buzz,012
Rage Powder,012
Captivate,012
Tailwind,012
Air Slash,012
Quiver Dance,012
Poison Sting,013
String Shot,013
Bug Bite,013
Harden,014
Twineedle,015
Fury Attack,015
Rage,015
Pursuit,015
Focus Energy,015
Venoshock,015
Assurance,015
Toxic Spikes,015
Pin Missile,015
Poison Jab,015
Agility,015
Endeavor,015
Fell Stinger,015
Tackle,016
Sand Attack,016
Gust,016
Quick Attack,016
Whirlwind,016
Twister,016
Feather Dance,016
Agility,016
Wing Attack,016
Roost,016
Tailwind,016
Mirror Move,016
Air Slash,016
Hurricane,016
Tackle,017
Sand Attack,017
Gust,017
Quick Attack,017
Whirlwind,017
Twister,017
Feather Dance,017
Agility,017
Wing Attack,017
Roost,017
Tailwind,017
Mirror Move,017
Air Slash,017
Hurricane,017
Hurricane,018
Tackle,018
Sand Attack,018
Gust,018
Quick Attack,018
Whirlwind,018
Twister,018
Feather Dance,018
Agility,018
Wing Attack,018
Roost,018
Tailwind,018
Mirror Move,018
Air Slash,018
Tackle,019
Tail Whip,019
Quick Attack,019
Focus Energy,019
Bite,019
Pursuit,019
Hyper Fang,019
Assurance,019
Crunch,019
Sucker Punch,019
Super Fang,019
Double-Edge,019
Endeavor,019
Scary Face,020
Swords Dance,020
Tackle,020
Tail Whip,020
Quick Attack,020
Focus Energy,020
Bite,020
Pursuit,020
Hyper Fang,020
Assurance,020
Crunch,020
Sucker Punch,020
Super Fang,020
Double-Edge,020
Endeavor,020
Peck,021
Growl,021
Leer,021
Pursuit,021
Fury Attack,021
Aerial Ace,021
Mirror Move,021
Assurance,021
Agility,021
Focus Energy,021
Roost,021
Drill Peck,021
Drill Run,022
Pluck,022
Peck,022
Growl,022
Leer,022
Pursuit,022
Fury Attack,022
Aerial Ace,022
Mirror Move,022
Assurance,022
Agility,022
Focus Energy,022
Roost,022
Drill Peck,022
Wrap,023
Leer,023
Poison Sting,023
Bite,023
Glare,023
Screech,023
Acid,023
Stockpile,023
Swallow,023
Spit Up,023
Acid Spray,023
Mud Bomb,023
Gastro Acid,023
Belch,023
Haze,023
Coil,023
Gunk Shot,023
Crunch,024
Ice Fang,024
Thunder Fang,024
Fire Fang,024
Wrap,024
Leer,024
Poison Sting,024
Bite,024
Glare,024
Screech,024
Acid,024
Stockpile,024
Swallow,024
Spit Up,024
Acid Spray,024
Mud Bomb,024
Gastro Acid,024
Belch,024
Haze,024
Coil,024
Gunk Shot,024
Tail Whip,025
Thunder Shock,025
Growl,025
Play Nice,025
Quick Attack,025
Electro Ball,025
Thunder Wave,025
Feint,025
Double Team,025
Spark,025
Nuzzle,025
Discharge,025
Slam,025
Thunderbolt,025
Agility,025
Wild Charge,025
Light Screen,025
Thunder,025
Thunder Shock,026
Tail Whip,026
Quick Attack,026
Thunderbolt,026
Scratch,027
Defense Curl,027
Sand Attack,027
Poison Sting,027
Rollout,027
Rapid Spin,027
Fury Cutter,027
Magnitude,027
Swift,027
Fury Swipes,027
Sand Tomb,027
Slash,027
Dig,027
Gyro Ball,027
Swords Dance,027
Sandstorm,027
Earthquake,027
Crush Claw,028
Scratch,028
Defense Curl,028
Sand Attack,028
Poison Sting,028
Rollout,028
Rapid Spin,028
Fury Cutter,028
Magnitude,028
Swift,028
Fury Swipes,028
Sand Tomb,028
Slash,028
Dig,028
Gyro Ball,028
Swords Dance,028
Sandstorm,028
Earthquake,028
Growl,029
Scratch,029
Tail Whip,029
Double Kick,029
Poison Sting,029
Fury Swipes,029
Bite,029
Helping Hand,029
Toxic Spikes,029
Flatter,029
Crunch,029
Captivate,029
Poison Fang,029
Growl,030
Scratch,030
Tail Whip,030
Double Kick,030
Poison Sting,030
Fury Swipes,030
Bite,030
Helping Hand,030
Toxic Spikes,030
Flatter,030
Crunch,030
Captivate,030
Poison Fang,030
Superpower,031
Scratch,031
Tail Whip,031
Double Kick,031
Poison Sting,031
Chip Away,031
Body Slam,031
Earth Power,031
Leer,032
Peck,032
Focus Energy,032
Double Kick,032
Poison Sting,032
Fury Attack,032
Horn Attack,032
Helping Hand,032
Toxic Spikes,032
Flatter,032
Poison Jab,032
Captivate,032
Horn Drill,032
Leer,033
Peck,033
Focus Energy,033
Double Kick,033
Poison Sting,033
Fury Attack,033
Horn Attack,033
Helping Hand,033
Toxic Spikes,033
Flatter,033
Poison Jab,033
Captivate,033
Horn Drill,033
Megahorn,034
Peck,034
Focus Energy,034
Double Kick,034
Poison Sting,034
Chip Away,034
Thrash,034
Earth Power,034
Spotlight,035
Disarming Voice,035
Pound,035
Growl,035
Encore,035
Sing,035
Double Slap,035
Defense Curl,035
Follow Me,035
Bestow,035
Wake-Up Slap,035
Minimize,035
Stored Power,035
Metronome,035
Cosmic Power,035
Lucky Chant,035
Body Slam,035
Moonlight,035
Moonblast,035
Gravity,035
Meteor Mash,035
Healing Wish,035
After You,035
Spotlight,036
Disarming Voice,036
Sing,036
Double Slap,036
Minimize,036
Metronome,036
Ember,037
Tail Whip,037
Roar,037
Baby-Doll Eyes,037
Quick Attack,037
Confuse Ray,037
Fire Spin,037
Payback,037
Will-O-Wisp,037
Feint Attack,037
Hex,037
Flame Burst,037
Extrasensory,037
Safeguard,037
Flamethrower,037
Imprison,037
Fire Blast,037
Grudge,037
Captivate,037
Inferno,037
Imprison,038
Nasty Plot,038
Flamethrower,038
Quick Attack,038
Confuse Ray,038
Safeguard,038
Sing,039
Defense Curl,039
Pound,039
Play Nice,039
Disarming Voice,039
Disable,039
Double Slap,039
Rollout,039
Round,039
Stockpile,039
Swallow,039
Spit Up,039
Wake-Up Slap,039
Rest,039
Body Slam,039
Gyro Ball,039
Mimic,039
Hyper Voice,039
Double-Edge,039
Double-Edge,040
Play Rough,040
Sing,040
Defense Curl,040
Disable,040
Double Slap,040
Absorb,041
Supersonic,041
Astonish,041
Bite,041
Wing Attack,041
Confuse Ray,041
Air Cutter,041
Swift,041
Poison Fang,041
Mean Look,041
Leech Life,041
Haze,041
Venoshock,041
Air Slash,041
Quick Guard,041
Screech,042
Absorb,042
Supersonic,042
Astonish,042
Bite,042
Wing Attack,042
Confuse Ray,042
Air Cutter,042
Swift,042
Poison Fang,042
Mean Look,042
Leech Life,042
Haze,042
Venoshock,042
Air Slash,042
Quick Guard,042
Absorb,043
Growth,043
Sweet Scent,043
Acid,043
Poison Powder,043
Stun Spore,043
Sleep Powder,043
Mega Drain,043
Lucky Chant,043
Moonlight,043
Giga Drain,043
Toxic,043
Natural Gift,043
Moonblast,043
Grassy Terrain,043
Petal Dance,043
Absorb,044
Growth,044
Sweet Scent,044
Acid,044
Poison Powder,044
Stun Spore,044
Sleep Powder,044
Mega Drain,044
Lucky Chant,044
Moonlight,044
Giga Drain,044
Toxic,044
Natural Gift,044
Petal Blizzard,044
Grassy Terrain,044
Petal Dance,044
Mega Drain,045
Aromatherapy,045
Poison Powder,045
Stun Spore,045
Petal Blizzard,045
Petal Dance,045
Solar Beam,045
Scratch,046
Stun Spore,046
Poison Powder,046
Absorb,046
Fury Cutter,046
Spore,046
Slash,046
Growth,046
Giga Drain,046
Aromatherapy,046
Rage Powder,046
X-Scissor,046
Cross Poison,047
Scratch,047
Stun Spore,047
Poison Powder,047
Absorb,047
Fury Cutter,047
Spore,047
Slash,047
Growth,047
Giga Drain,047
Aromatherapy,047
Rage Powder,047
X-Scissor,047
Tackle,048
Disable,048
Foresight,048
Supersonic,048
Confusion,048
Poison Powder,048
Psybeam,048
Stun Spore,048
Signal Beam,048
Sleep Powder,048
Leech Life,048
Zen Headbutt,048
Poison Fang,048
Psychic,048
Gust,049
Quiver Dance,049
Bug Buzz,049
Silver Wind,049
Tackle,049
Disable,049
Foresight,049
Supersonic,049
Confusion,049
Poison Powder,049
Psybeam,049
Stun Spore,049
Signal Beam,049
Sleep Powder,049
Leech Life,049
Zen Headbutt,049
Poison Fang,049
Psychic,049
Sand Attack,050
Scratch,050
Growl,050
Astonish,050
Mud-Slap,050
Magnitude,050
Bulldoze,050
Sucker Punch,050
Mud Bomb,050
Earth Power,050
Dig,050
Slash,050
Earthquake,050
Fissure,050
Sand Tomb,051
Rototiller,051
Night Slash,051
Tri Attack,051
Scratch,051
Sand Attack,051
Growl,051
Astonish,051
Mud-Slap,051
Magnitude,051
Bulldoze,051
Sucker Punch,051
Mud Bomb,051
Earth Power,051
Dig,051
Slash,051
Earthquake,051
Fissure,051
Scratch,052
Growl,052
Bite,052
Fake Out,052
Fury Swipes,052
Screech,052
Feint Attack,052
Taunt,052
Pay Day,052
Slash,052
Nasty Plot,052
Assurance,052
Captivate,052
Night Slash,052
Feint,052
Swift,053
Play Rough,053
Switcheroo,053
Scratch,053
Growl,053
Bite,053
Fake Out,053
Fury Swipes,053
Screech,053
Feint Attack,053
Taunt,053
Power Gem,053
Slash,053
Nasty Plot,053
Assurance,053
Captivate,053
Night Slash,053
Feint,053
Water Sport,054
Scratch,054
Tail Whip,054
Water Gun,054
Confusion,054
Fury Swipes,054
Water Pulse,054
Disable,054
Screech,054
Zen Headbutt,054
Aqua Tail,054
Soak,054
Psych Up,054
Amnesia,054
Hydro Pump,054
Wonder Room,054
Me First,055
Aqua Jet,055
Water Sport,055
Scratch,055
Tail Whip,055
Water Gun,055
Confusion,055
Fury Swipes,055
Water Pulse,055
Disable,055
Screech,055
Zen Headbutt,055
Aqua Tail,055
Soak,055
Psych Up,055
Amnesia,055
Hydro Pump,055
Wonder Room,055
Covet,056
Scratch,056
Low Kick,056
Leer,056
Focus Energy,056
Fury Swipes,056
Karate Chop,056
Pursuit,056
Seismic Toss,056
Swagger,056
Cross Chop,056
Assurance,056
Punishment,056
Thrash,056
Close Combat,056
Screech,056
Stomping Tantrum,056
Outrage,056
Final Gambit,056
Rage,057
Final Gambit,057
Fling,057
Scratch,057
Low Kick,057
Leer,057
Focus Energy,057
Fury Swipes,057
Karate Chop,057
Pursuit,057
Seismic Toss,057
Swagger,057
Cross Chop,057
Assurance,057
Punishment,057
Thrash,057
Close Combat,057
Screech,057
Stomping Tantrum,057
Outrage,057
Bite,058
Roar,058
Ember,058
Leer,058
Odor Sleuth,058
Helping Hand,058
Flame Wheel,058
Reversal,058
Fire Fang,058
Take Down,058
Flame Burst,058
Agility,058
Retaliate,058
Flamethrower,058
Crunch,058
Heat Wave,058
Outrage,058
Flare Blitz,058
Thunder Fang,059
Bite,059
Roar,059
Odor Sleuth,059
Fire Fang,059
Extreme Speed,059
Water Sport,060
Water Gun,060
Hypnosis,060
Bubble,060
Double Slap,060
Rain Dance,060
Body Slam,060
Bubble Beam,060
Mud Shot,060
Belly Drum,060
Wake-Up Slap,060
Hydro Pump,060
Mud Bomb,060
Water Sport,061
Water Gun,061
Hypnosis,061
Bubble,061
Double Slap,061
Rain Dance,061
Body Slam,061
Bubble Beam,061
Mud Shot,061
Belly Drum,061
Wake-Up Slap,061
Hydro Pump,061
Mud Bomb,061
Submission,062
Circle Throw,062
Bubble Beam,062
Hypnosis,062
Double Slap,062
Dynamic Punch,062
Mind Reader,062
Teleport,063
Kinesis,064
Teleport,064
Confusion,064
Disable,064
Psybeam,064
Miracle Eye,064
Reflect,064
Psycho Cut,064
Recover,064
Telekinesis,064
Ally Switch,064
Psychic,064
Role Play,064
Future Sight,064
Trick,064
Kinesis,065
Teleport,065
Confusion,065
Disable,065
Psybeam,065
Miracle Eye,065
Reflect,065
Psycho Cut,065
Recover,065
Telekinesis,065
Ally Switch,065
Psychic,065
Calm Mind,065
Future Sight,065
Trick,065
Low Kick,066
Leer,066
Focus Energy,066
Karate Chop,066
Foresight,066
Low Sweep,066
Seismic Toss,066
Revenge,066
Knock Off,066
Vital Throw,066
Wake-Up Slap,066
Dual Chop,066
Submission,066
Bulk Up,066
Cross Chop,066
Scary Face,066
Dynamic Punch,066
Low Kick,067
Leer,067
Focus Energy,067
Karate Chop,067
Foresight,067
Low Sweep,067
Seismic Toss,067
Revenge,067
Knock Off,067
Vital Throw,067
Wake-Up Slap,067
Dual Chop,067
Submission,067
Bulk Up,067
Cross Chop,067
Scary Face,067
Dynamic Punch,067
Strength,068
Wide Guard,068
Low Kick,068
Leer,068
Focus Energy,068
Karate Chop,068
Foresight,068
Low Sweep,068
Seismic Toss,068
Revenge,068
Knock Off,068
Vital Throw,068
Wake-Up Slap,068
Dual Chop,068
Submission,068
Bulk Up,068
Cross Chop,068
Scary Face,068
Dynamic Punch,068
Vine Whip,069
Growth,069
Wrap,069
Sleep Powder,069
Poison Powder,069
Stun Spore,069
Acid,069
Knock Off,069
Sweet Scent,069
Gastro Acid,069
Razor Leaf,069
Poison Jab,069
Slam,069
Wring Out,069
Vine Whip,070
Growth,070
Wrap,070
Sleep Powder,070
Poison Powder,070
Stun Spore,070
Acid,070
Knock Off,070
Sweet Scent,070
Gastro Acid,070
Razor Leaf,070
Poison Jab,070
Slam,070
Wring Out,070
Leaf Tornado,071
Stockpile,071
Swallow,071
Spit Up,071
Vine Whip,071
Sleep Powder,071
Sweet Scent,071
Razor Leaf,071
Leaf Storm,071
Leaf Blade,071
Poison Sting,072
Supersonic,072
Constrict,072
Acid,072
Toxic Spikes,072
Water Pulse,072
Wrap,072
Acid Spray,072
Bubble Beam,072
Barrier,072
Poison Jab,072
Brine,072
Screech,072
Hex,072
Sludge Wave,072
Hydro Pump,072
Wring Out,072
Reflect Type,073
Wring Out,073
Poison Sting,073
Supersonic,073
Constrict,073
Acid,073
Toxic Spikes,073
Water Pulse,073
Wrap,073
Acid Spray,073
Bubble Beam,073
Barrier,073
Poison Jab,073
Brine,073
Screech,073
Hex,073
Sludge Wave,073
Hydro Pump,073
Tackle,074
Defense Curl,074
Mud Sport,074
Rock Polish,074
Rollout,074
Magnitude,074
Rock Throw,074
Smack Down,074
Bulldoze,074
Self-Destruct,074
Stealth Rock,074
Rock Blast,074
Earthquake,074
Explosion,074
Double-Edge,074
Stone Edge,074
Tackle,075
Defense Curl,075
Mud Sport,075
Rock Polish,075
Rollout,075
Magnitude,075
Rock Throw,075
Smack Down,075
Bulldoze,075
Self-Destruct,075
Stealth Rock,075
Rock Blast,075
Earthquake,075
Explosion,075
Double-Edge,075
Stone Edge,075
Heavy Slam,076
Tackle,076
Defense Curl,076
Mud Sport,076
Rock Polish,076
Steamroller,076
Magnitude,076
Rock Throw,076
Smack Down,076
Bulldoze,076
Self-Destruct,076
Stealth Rock,076
Rock Blast,076
Earthquake,076
Explosion,076
Double-Edge,076
Stone Edge,076
Growl,077
Tackle,077
Tail Whip,077
Ember,077
Flame Wheel,077
Stomp,077
Flame Charge,077
Fire Spin,077
Take Down,077
Inferno,077
Agility,077
Fire Blast,077
Bounce,077
Flare Blitz,077
Fury Attack,078
Poison Jab,078
Megahorn,078
Growl,078
Quick Attack,078
Tail Whip,078
Ember,078
Flame Wheel,078
Stomp,078
Flame Charge,078
Fire Spin,078
Take Down,078
Inferno,078
Agility,078
Fire Blast,078
Bounce,078
Flare Blitz,078
Curse,079
Yawn,079
Tackle,079
Growl,079
Water Gun,079
Confusion,079
Disable,079
Headbutt,079
Water Pulse,079
Zen Headbutt,079
Slack Off,079
Amnesia,079
Psychic,079
Rain Dance,079
Psych Up,079
Heal Pulse,079
Withdraw,080
Heal Pulse,080
Curse,080
Yawn,080
Tackle,080
Growl,080
Water Gun,080
Confusion,080
Disable,080
Headbutt,080
Water Pulse,080
Zen Headbutt,080
Slack Off,080
Amnesia,080
Psychic,080
Rain Dance,080
Psych Up,080
Tackle,081
Supersonic,081
Thunder Shock,081
Magnet Bomb,081
Thunder Wave,081
Light Screen,081
Sonic Boom,081
Spark,081
Mirror Shot,081
Metal Sound,081
Electro Ball,081
Flash Cannon,081
Screech,081
Discharge,081
Lock-On,081
Magnet Rise,081
Gyro Ball,081
Zap Cannon,081
Tri Attack,082
Zap Cannon,082
Electric Terrain,082
Tackle,082
Supersonic,082
Thunder Shock,082
Magnet Bomb,082
Thunder Wave,082
Light Screen,082
Sonic Boom,082
Spark,082
Mirror Shot,082
Metal Sound,082
Electro Ball,082
Flash Cannon,082
Screech,082
Discharge,082
Lock-On,082
Magnet Rise,082
Gyro Ball,082
Brave Bird,083
Poison Jab,083
Peck,083
Sand Attack,083
Leer,083
Fury Cutter,083
Fury Attack,083
Aerial Ace,083
Knock Off,083
Slash,083
Air Cutter,083
Swords Dance,083
Agility,083
Night Slash,083
Acrobatics,083
Feint,083
False Swipe,083
Air Slash,083
Peck,084
Growl,084
Quick Attack,084
Rage,084
Fury Attack,084
Pursuit,084
Pluck,084
Double Hit,084
Agility,084
Uproar,084
Acupressure,084
Swords Dance,084
Jump Kick,084
Drill Peck,084
Endeavor,084
Thrash,084
Tri Attack,085
Peck,085
Growl,085
Quick Attack,085
Rage,085
Fury Attack,085
Pursuit,085
Pluck,085
Double Hit,085
Agility,085
Uproar,085
Acupressure,085
Swords Dance,085
Jump Kick,085
Drill Peck,085
Endeavor,085
Thrash,085
Headbutt,086
Growl,086
Water Sport,086
Icy Wind,086
Encore,086
Ice Shard,086
Rest,086
Aqua Ring,086
Aurora Beam,086
Aqua Jet,086
Brine,086
Take Down,086
Dive,086
Aqua Tail,086
Ice Beam,086
Safeguard,086
Hail,086
Sheer Cold,087
Headbutt,087
Growl,087
Signal Beam,087
Icy Wind,087
Encore,087
Ice Shard,087
Rest,087
Aqua Ring,087
Aurora Beam,087
Aqua Jet,087
Brine,087
Take Down,087
Dive,087
Aqua Tail,087
Ice Beam,087
Safeguard,087
Hail,087
Pound,088
Poison Gas,088
Harden,088
Mud-Slap,088
Disable,088
Sludge,088
Mud Bomb,088
Minimize,088
Fling,088
Sludge Bomb,088
Sludge Wave,088
Screech,088
Gunk Shot,088
Acid Armor,088
Belch,088
Memento,088
Venom Drench,089
Pound,089
Poison Gas,089
Harden,089
Mud-Slap,089
Disable,089
Sludge,089
Mud Bomb,089
Minimize,089
Fling,089
Sludge Bomb,089
Sludge Wave,089
Screech,089
Gunk Shot,089
Acid Armor,089
Belch,089
Memento,089
Tackle,090
Water Gun,090
Withdraw,090
Supersonic,090
Icicle Spear,090
Protect,090
Leer,090
Clamp,090
Ice Shard,090
Razor Shell,090
Aurora Beam,090
Whirlpool,090
Brine,090
Iron Defense,090
Ice Beam,090
Shell Smash,090
Hydro Pump,090
Hydro Pump,091
Shell Smash,091
Toxic Spikes,091
Withdraw,091
Supersonic,091
Protect,091
Aurora Beam,091
Spike Cannon,091
Spikes,091
Icicle Crash,091
Hypnosis,092
Lick,092
Spite,092
Mean Look,092
Curse,092
Night Shade,092
Confuse Ray,092
Sucker Punch,092
Payback,092
Shadow Ball,092
Dream Eater,092
Dark Pulse,092
Destiny Bond,092
Hex,092
Nightmare,092
Shadow Punch,093
Hypnosis,093
Lick,093
Spite,093
Mean Look,093
Curse,093
Night Shade,093
Confuse Ray,093
Sucker Punch,093
Payback,093
Shadow Ball,093
Dream Eater,093
Dark Pulse,093
Destiny Bond,093
Hex,093
Nightmare,093
Shadow Punch,094
Hypnosis,094
Lick,094
Spite,094
Mean Look,094
Curse,094
Night Shade,094
Confuse Ray,094
Sucker Punch,094
Payback,094
Shadow Ball,094
Dream Eater,094
Dark Pulse,094
Destiny Bond,094
Hex,094
Nightmare,094
Mud Sport,095
Tackle,095
Harden,095
Bind,095
Curse,095
Rock Throw,095
Rock Tomb,095
Rage,095
Stealth Rock,095
Rock Polish,095
Gyro Ball,095
Smack Down,095
Dragon Breath,095
Slam,095
Screech,095
Rock Slide,095
Sand Tomb,095
Iron Tail,095
Dig,095
Stone Edge,095
Double-Edge,095
Sandstorm,095
Pound,096
Hypnosis,096
Disable,096
Confusion,096
Headbutt,096
Poison Gas,096
Meditate,096
Psybeam,096
Psych Up,096
Synchronoise,096
Zen Headbutt,096
Swagger,096
Psychic,096
Nasty Plot,096
Psyshock,096
Future Sight,096
Future Sight,097
Nasty Plot,097
Nightmare,097
Switcheroo,097
Pound,097
Hypnosis,097
Disable,097
Confusion,097
Headbutt,097
Poison Gas,097
Meditate,097
Psybeam,097
Psych Up,097
Synchronoise,097
Zen Headbutt,097
Swagger,097
Psychic,097
Psyshock,097
Mud Sport,098
Bubble,098
Vice Grip,098
Leer,098
Harden,098
Bubble Beam,098
Mud Shot,098
Metal Claw,098
Stomp,098
Protect,098
Guillotine,098
Slam,098
Brine,098
Crabhammer,098
Flail,098
Wide Guard,099
Mud Sport,099
Bubble,099
Vice Grip,099
Leer,099
Harden,099
Bubble Beam,099
Mud Shot,099
Metal Claw,099
Stomp,099
Protect,099
Guillotine,099
Slam,099
Brine,099
Crabhammer,099
Flail,099
Charge,100
Tackle,100
Sonic Boom,100
Eerie Impulse,100
Spark,100
Rollout,100
Screech,100
Charge Beam,100
Swift,100
Electro Ball,100
Self-Destruct,100
Light Screen,100
Magnet Rise,100
Discharge,100
Explosion,100
Gyro Ball,100
Mirror Coat,100
Magnetic Flux,101
Charge,101
Tackle,101
Sonic Boom,101
Eerie Impulse,101
Spark,101
Rollout,101
Screech,101
Charge Beam,101
Swift,101
Electro Ball,101
Self-Destruct,101
Light Screen,101
Magnet Rise,101
Discharge,101
Explosion,101
Gyro Ball,101
Mirror Coat,101
Barrage,102
Uproar,102
Hypnosis,102
Reflect,102
Leech Seed,102
Bullet Seed,102
Stun Spore,102
Poison Powder,102
Sleep Powder,102
Confusion,102
Worry Seed,102
Natural Gift,102
Solar Beam,102
Extrasensory,102
Bestow,102
Stomp,103
Seed Bomb,103
Barrage,103
Hypnosis,103
Confusion,103
Psyshock,103
Egg Bomb,103
Wood Hammer,103
Leaf Storm,103
Growl,104
Tail Whip,104
Bone Club,104
Headbutt,104
Leer,104
Focus Energy,104
Bonemerang,104
Rage,104
False Swipe,104
Thrash,104
Fling,104
Stomping Tantrum,104
Endeavor,104
Double-Edge,104
Retaliate,104
Bone Rush,104
Growl,105
Tail Whip,105
Bone Club,105
Headbutt,105
Leer,105
Focus Energy,105
Bonemerang,105
Rage,105
False Swipe,105
Thrash,105
Fling,105
Stomping Tantrum,105
Endeavor,105
Double-Edge,105
Retaliate,105
Bone Rush,105
Double Kick,106
Reversal,106
Close Combat,106
Mega Kick,106
Revenge,106
Meditate,106
Rolling Kick,106
Jump Kick,106
Brick Break,106
Focus Energy,106
Feint,106
High Jump Kick,106
Mind Reader,106
Foresight,106
Wide Guard,106
Blaze Kick,106
Endure,106
Comet Punch,107
Close Combat,107
Counter,107
Focus Punch,107
Revenge,107
Agility,107
Pursuit,107
Mach Punch,107
Bullet Punch,107
Feint,107
Vacuum Wave,107
Quick Guard,107
Thunder Punch,107
Ice Punch,107
Fire Punch,107
Sky Uppercut,107
Mega Punch,107
Detect,107
Lick,108
Supersonic,108
Defense Curl,108
Knock Off,108
Wrap,108
Stomp,108
Disable,108
Slam,108
Rollout,108
Chip Away,108
Me First,108
Refresh,108
Screech,108
Power Whip,108
Wring Out,108
Poison Gas,109
Tackle,109
Smog,109
Smokescreen,109
Assurance,109
Clear Smog,109
Sludge,109
Self-Destruct,109
Haze,109
Gyro Ball,109
Sludge Bomb,109
Explosion,109
Destiny Bond,109
Belch,109
Memento,109
Double Hit,110
Poison Gas,110
Tackle,110
Smog,110
Smokescreen,110
Assurance,110
Clear Smog,110
Sludge,110
Self-Destruct,110
Haze,110
Gyro Ball,110
Sludge Bomb,110
Explosion,110
Destiny Bond,110
Belch,110
Memento,110
Horn Attack,111
Tail Whip,111
Fury Attack,111
Scary Face,111
Smack Down,111
Stomp,111
Bulldoze,111
Chip Away,111
Rock Blast,111
Drill Run,111
Take Down,111
Stone Edge,111
Earthquake,111
Megahorn,111
Horn Drill,111
Hammer Arm,112
Horn Drill,112
Horn Attack,112
Tail Whip,112
Fury Attack,112
Scary Face,112
Smack Down,112
Stomp,112
Bulldoze,112
Chip Away,112
Rock Blast,112
Drill Run,112
Take Down,112
Stone Edge,112
Earthquake,112
Megahorn,112
Double-Edge,113
Defense Curl,113
Pound,113
Growl,113
Tail Whip,113
Refresh,113
Double Slap,113
Soft-Boiled,113
Bestow,113
Minimize,113
Take Down,113
Sing,113
Fling,113
Heal Pulse,113
Egg Bomb,113
Light Screen,113
Healing Wish,113
Ingrain,114
Constrict,114
Sleep Powder,114
Vine Whip,114
Absorb,114
Poison Powder,114
Bind,114
Growth,114
Mega Drain,114
Knock Off,114
Stun Spore,114
Natural Gift,114
Giga Drain,114
Ancient Power,114
Slam,114
Tickle,114
Wring Out,114
Grassy Terrain,114
Power Whip,114
Comet Punch,115
Leer,115
Fake Out,115
Tail Whip,115
Bite,115
Double Hit,115
Rage,115
Mega Punch,115
Chip Away,115
Dizzy Punch,115
Crunch,115
Endure,115
Outrage,115
Sucker Punch,115
Reversal,115
Bubble,116
Smokescreen,116
Leer,116
Water Gun,116
Twister,116
Bubble Beam,116
Focus Energy,116
Brine,116
Agility,116
Dragon Pulse,116
Dragon Dance,116
Hydro Pump,116
Hydro Pump,117
Bubble,117
Smokescreen,117
Leer,117
Water Gun,117
Twister,117
Bubble Beam,117
Focus Energy,117
Brine,117
Agility,117
Dragon Pulse,117
Dragon Dance,117
Peck,118
Tail Whip,118
Water Sport,118
Supersonic,118
Horn Attack,118
Flail,118
Water Pulse,118
Aqua Ring,118
Fury Attack,118
Agility,118
Waterfall,118
Horn Drill,118
Soak,118
Megahorn,118
Megahorn,119
Poison Jab,119
Peck,119
Tail Whip,119
Water Sport,119
Supersonic,119
Horn Attack,119
Flail,119
Water Pulse,119
Aqua Ring,119
Fury Attack,119
Agility,119
